author,comment,published_at,likes
@shashwattripathi759,fav. video so far <3,2020-04-01T08:07:01Z,0
@jayvasant114,Which book is in the thumbnail?,2020-04-01T08:06:54Z,0
@dubey1akash,Bye bye well crafted,2020-04-01T08:06:34Z,0
@PavanKumar-jt5mq,Smh Clickbait of the year.,2020-04-01T08:01:30Z,1
@tagberli,"You need to practice, bye bye thank for a watching😂👌",2020-04-01T08:00:17Z,18
@kushaltandon7720,"You should do a ""day in life of a competitive programmer"" that'll be interesting to watch",2020-04-01T08:00:01Z,1411
@kaustav07,EPIC,2020-04-01T07:58:51Z,0
@shauraysingh2563,"Hey, should I time myself while doing such problems ?",2020-04-01T07:57:05Z,0
@zhbdripon,That struggle when a grandmaster tried to be a YouTuber 😹,2020-04-01T07:56:49Z,18
@kawsarahmmedchandon1462,"Hey, I love your videos on problem solving. I always try to wach your competitive programming live session. I have learned so much from those. dont be like other crappy youtubers who are regularly making this kind of content like how to become a software developer or how to start competitive programming. we all know it is all about practice, no one can be as good as a person who train him/herself every single day. so bring more explanation about algorithms and data structures and mathematics. and stay at home dear :)",2020-04-01T07:56:41Z,13
@vikashprasad3279,Give me heart❤️❤️❤️🥺🥺,2020-04-01T07:55:50Z,0
@cplusplussizeddick1430,"Ha, forgot to edit out 3:39?? Or funny humor lol",2020-04-01T07:55:46Z,0
@ashrafulfuad2967,thanks for such an advice,2020-04-01T07:55:34Z,0
@srinivast84,Can u make a video in how to debug a program.,2020-04-01T07:53:11Z,0
@architbhonsle7356,I'd say Hackerrank works better for learning. Just go to the Problem Solving section and do whatever comes up in recommended. You can sort by difficulty and problem type.The submission and testing process and the UI is better. Codeforces is great but only for contests.,2020-04-01T07:52:34Z,0
@davidakoji3696,I see bear LIMAK on yo t-shirt.,2020-04-01T07:52:29Z,0
@kushaltandon7720,Humour with serious face that's errichto for you,2020-04-01T07:49:05Z,0
@TheSkeef79,"Hello, i found something interesting in my skills, i am doing CP for 1.5 years and i'm purple now. But i found that I'm bad at solving tasks from competitions like open cup div2 , or some school competitions, tasks in this competitions feels so different and so hard for me. And now I'm start thinking that when you good at codeforces completions you only good at them, but not in other competitions. I know it sounds strange , but i feel it like that. So, do you have any suggestions why this happens?",2020-04-01T07:48:00Z,31
@jamshidchungath,👋,2020-04-01T07:47:53Z,0
@adityaranjanmohanty5980,Can i use java for competitive programming?,2020-04-01T07:47:41Z,0
@systemflaws,"Thanks, Errichto!
The practice is a key to become a red coder.",2020-04-01T07:46:31Z,0
@MehediHasan-wx3no,"Hey Errichto , can you make a playlist or atleast some videos some thing like Dynamic Programming for Beginner( Surely not beginner in programming , Beginner in DP)",2020-04-01T07:45:57Z,1
@varunmanchanda3972,"Practice, Practice and Practice.............",2020-04-01T07:45:55Z,0
@MaskedChroniclesReal,humour++,2020-04-01T07:45:39Z,3
@so7am96,"*cringing* xD
loved the sense of humor :))",2020-04-01T07:45:22Z,1
@prakash_77,02:21 PROMLEMS 😁😁,2020-04-01T07:44:09Z,2
@danilzashikhin3591,Nice teddy bear,2020-04-01T07:44:06Z,2
@potassium_cyanide_boy8515,"Hi bro...
What if i am not that much talented..What if i am not good in math and puzzle solving. Can i still able to build good programming skill..?",2020-04-01T07:43:37Z,0
@danilzashikhin3591,"Summary: Kamil has N videos. I will review them and estimate their value
(Some text)
Final conclusion: Kamil is a clown",2020-04-01T07:43:07Z,3
@prakash_77,02:21 Which standings are these? Where can I see it?,2020-04-01T07:39:05Z,0
@mursalinahmed3463,I have a problem of being stuck...that is a good point to not think about it.,2020-04-01T07:37:21Z,1
@albarakati2003,I like your joke !,2020-04-01T07:37:13Z,0
@zeusjean,vales oro,2020-04-01T07:36:49Z,1
@juliangu1969,great video!,2020-04-01T07:36:44Z,0
@rohitsinha3519,Obviously 1st.  Practice for i don't knw how much of hours..,2020-04-01T07:35:58Z,0
@hacker-7214,The only thing I hate about codeforces is reading input and small test cases. Also do u need to have high iq and be realllly good at math? I'm above average for both,2020-04-01T07:35:56Z,1
@saiham4500,"Do three things, practice... practice... practice...",2020-04-01T07:35:49Z,0
@kartaLaLa,"A red coder
Errichto
Sounds similar 😂",2020-04-01T07:35:40Z,241
@sanketgadge9060,i really liked that......hello programmers! I am like halo errichtooo,2020-04-01T07:32:59Z,0
@aishwaryaramesh4877,"April Fool's joke is brilliant xD   Great content, simply love it! Thank you Errichto! Stay blessed :D",2020-04-01T07:32:46Z,1
@piyushnaithani7689,Practice 🤩,2020-04-01T07:31:39Z,0
@geekynoob147,"So , should I read the book in the thumbnail or not ? 😅😂",2020-04-01T07:30:53Z,8
@SantoshKumar-nc7uw,Hello programmers😇,2020-04-01T07:29:07Z,1
@x87-64,Stop clickbaiting and go back to your normal videos please,2020-04-01T07:28:31Z,1
@jporwal09,can you please suggest some medium level problems for DP?,2020-04-01T07:27:14Z,0
@hemantpatel1413,Slightly above your comfort zone. That's my favourite.,2020-04-01T07:26:00Z,98
@jay-rathod-01,🤟♥️🤟,2020-04-01T07:25:58Z,1
@fuadalhasan1784,More funny and aslo helpful video.  😍😍😍,2020-04-01T07:25:39Z,1
@MasudRana-uw5mb,Can I see solution any problem?,2020-04-01T07:24:49Z,1
@nikhilkr1005,Well the starting April Fool joke is the bitter truth 🤐😄,2020-04-01T07:24:29Z,63
@tanzidulislam7687,💜💜,2020-04-01T07:23:19Z,1
@amarks444,Hahaha that April fool 😂 joke was  Awesome.Apart From that Whole Video is Good👌.,2020-04-01T07:22:40Z,11
@huyle-hb8mn,=)),2020-04-01T07:22:16Z,1
@SinghSidhuKuldeep,Harambe would be proud,2020-04-01T07:21:51Z,2
@VatsalSharma07082000,The last part xD,2020-04-01T07:21:24Z,1
@kylehipolito8847,Can you do a guide on macros please?,2020-04-01T07:21:09Z,1
@Errichto,You won't believe number 4.,2020-04-01T07:20:51Z,1804
@videocorner3305,Thanks for the tips bro.,2020-04-01T07:19:36Z,1
@Rahulmishra-iv9dt,Practice ☺☺☺,2020-04-01T07:19:29Z,1
@Gig_801,I liked the first one 😎,2020-04-01T07:18:01Z,1
@crazymemes4080,If mathematics is not a background can we solve problems? With no background in mathematics,2020-04-01T07:17:13Z,8
@TechWithSabri,"A little laughter earns you a lot of programming
Respect Bro we love what you doing !!!",2020-04-01T07:17:10Z,117
@yemiyesufu,6th👏🏽👏🏽👏🏽,2020-04-01T07:16:21Z,2
@mdsarwarraish8763,I am your first viewer,2020-04-01T07:15:54Z,1
@MCGurrenlagan,Thanks bro 🤠,2020-04-01T07:14:57Z,1
@TravellerMann,Great video 👍 thanks,2020-04-01T07:14:26Z,1
@crazymemes4080,Yo bro,2020-04-01T07:14:17Z,1
@poorgang,First,2020-04-01T07:14:15Z,2
